Date,Open,High,Low,Close
03-Oct-19,11322.25,11370.4,11257.35,11314
01-Oct-19,11515.4,11554.2,11247.9,11359.9
30-Sep-19,11491.15,11508.25,11390.8,11474.45
27-Sep-19,11556.35,11593.6,11499.75,11512.4
26-Sep-19,11469.85,11610.85,11466.35,11571.2
25-Sep-19,11564.85,11564.95,11416.1,11440.2
24-Sep-19,11590.7,11655.05,11539.2,11588.2
23-Sep-19,11542.7,11694.85,11471.35,11600.2
20-Sep-19,10746.8,11381.9,10691,11274.2
19-Sep-19,10845.2,10845.2,10670.25,10704.8
18-Sep-19,10872.8,10885.15,10804.85,10840.65
17-Sep-19,11000.1,11000.1,10796.5,10817.6
16-Sep-19,10994.85,11052.7,10968.2,11003.5
13-Sep-19,10986.8,11084.45,10945.75,11075.9
12-Sep-19,11058.3,11081.75,10964.95,10982.8
11-Sep-19,11028.5,11054.8,11011.65,11035.7
09-Sep-19,10936.7,11028.85,10889.8,11003.05
06-Sep-19,10883.8,10957.05,10867.45,10946.2
05-Sep-19,10860.95,10920.1,10816,10847.9
04-Sep-19,10790.4,10858.75,10746.35,10844.65
03-Sep-19,10960.95,10967.5,10772.7,10797.9
30-Aug-19,10987.8,11042.6,10874.8,11023.25
29-Aug-19,10996.05,11021.1,10922.4,10948.3
28-Aug-19,11101.3,11129.65,10987.65,11046.1
27-Aug-19,11106.55,11141.75,11049.5,11105.35
26-Aug-19,11000.3,11070.3,10756.55,11057.85
23-Aug-19,10699.6,10862.55,10637.15,10829.35
22-Aug-19,10905.3,10908.25,10718.3,10741.35
21-Aug-19,11018.15,11034.2,10906.65,10918.7
20-Aug-19,11063.9,11076.3,10985.3,11017
19-Aug-19,11094.8,11146.9,11037.85,11053.9
16-Aug-19,11043.65,11068.65,10924.3,11047.8
14-Aug-19,11003.25,11078.15,10935.6,11029.4
13-Aug-19,11139.4,11145.9,10901.6,10925.85
09-Aug-19,11087.9,11181.45,11062.8,11109.65
08-Aug-19,10899.2,11058.05,10842.95,11032.45
07-Aug-19,10958.1,10975.65,10835.9,10855.5
06-Aug-19,10815.4,11018.55,10813.8,10948.25
05-Aug-19,10895.8,10895.8,10782.6,10862.6
02-Aug-19,10930.3,11080.15,10848.95,10997.35
01-Aug-19,11060.2,11076.75,10881,10980
31-Jul-19,11034.05,11145.3,10999.4,11118
30-Jul-19,11213.7,11267.45,11072.65,11085.4
29-Jul-19,11307.5,11310.95,11152.4,11189.2
26-Jul-19,11247.45,11307.6,11210.05,11284.3
25-Jul-19,11290.4,11361.4,11239.35,11252.15
24-Jul-19,11322.45,11359.75,11229.8,11271.3
23-Jul-19,11372.25,11398.15,11302.8,11331.05
22-Jul-19,11392.85,11398.15,11301.25,11346.2
19-Jul-19,11627.95,11640.35,11399.3,11419.25
18-Jul-19,11675.6,11677.15,11582.4,11596.9
17-Jul-19,11670.75,11706.65,11651.15,11687.5
16-Jul-19,11596.65,11670.05,11573.95,11662.6
15-Jul-19,11614.75,11618.4,11532.3,11588.35
12-Jul-19,11601.15,11639.55,11538.6,11552.5
11-Jul-19,11561.45,11599,11519.5,11582.9
10-Jul-19,11536.15,11593.7,11475.65,11498.9
09-Jul-19,11531.6,11582.55,11461,11555.9
08-Jul-19,11770.4,11771.9,11523.3,11558.6
05-Jul-19,11964.75,11981.75,11797.9,11811.15
04-Jul-19,11928.8,11969.25,11923.65,11946.75
03-Jul-19,11932.15,11945.2,11887.05,11916.75
02-Jul-19,11890.3,11917.45,11814.7,11910.3
01-Jul-19,11839.9,11884.65,11830.8,11865.6
28-Jun-19,11861.15,11871.7,11775.5,11788.85
27-Jun-19,11860.85,11911.15,11821.05,11841.55
26-Jun-19,11768.15,11871.85,11757.55,11847.55
25-Jun-19,11681,11814.4,11651,11796.45
24-Jun-19,11725.8,11754,11670.2,11699.65
21-Jun-19,11827.6,11827.95,11705.1,11724.1
20-Jun-19,11653.65,11843.5,11635.05,11831.75
19-Jun-19,11744.45,11802.5,11625.1,11691.45
18-Jun-19,11677.05,11727.2,11641.15,11691.5
17-Jun-19,11844,11844.05,11657.75,11672.15
14-Jun-19,11910.1,11911.85,11797.7,11823.3
13-Jun-19,11873.9,11931.35,11817.05,11914.05
12-Jun-19,11962.45,11962.45,11866.35,11906.2
11-Jun-19,11959.85,12000.35,11904.35,11965.6
10-Jun-19,11934.9,11975.05,11871.75,11922.7
07-Jun-19,11865.2,11897.5,11769.5,11870.65
06-Jun-19,12039.8,12039.8,11830.25,11843.75
04-Jun-19,12052.65,12095.2,12005.85,12021.65
03-Jun-19,11953.75,12103.05,11920.1,12088.55
31-May-19,11999.8,12039.25,11829.45,11922.8
30-May-19,11865.3,11968.55,11859.4,11945.9
29-May-19,11905.8,11931.9,11836.8,11861.1
28-May-19,11958.35,11958.55,11864.9,11928.75
27-May-19,11855.5,11957.15,11812.4,11924.75
24-May-19,11748,11859,11658.1,11844.1
23-May-19,11901.3,12041.15,11614.5,11657.05
22-May-19,11727.95,11784.8,11682.4,11737.9
21-May-19,11863.65,11883.55,11682.8,11709.1
20-May-19,11651.9,11845.2,11591.7,11828.25
17-May-19,11261.9,11426.15,11259.85,11407.15
16-May-19,11180.35,11281.55,11143.35,11257.1
15-May-19,11271.7,11286.8,11136.95,11157
14-May-19,11151.65,11294.75,11108.3,11222.05
13-May-19,11258.7,11300.2,11125.6,11148.2
10-May-19,11314.15,11345.8,11251.05,11278.9
09-May-19,11322.4,11357.6,11255.05,11301.8
08-May-19,11478.7,11479.1,11346.95,11359.45
07-May-19,11651.5,11657.05,11484.45,11497.9
06-May-19,11605.8,11632.55,11571.35,11598.25
03-May-19,11722.6,11770.9,11699.35,11712.25
02-May-19,11725.55,11789.3,11699.55,11724.75
30-Apr-19,11748.75,11756.25,11655.9,11748.15
26-Apr-19,11683.75,11762.9,11661.75,11754.65
25-Apr-19,11735.7,11796.75,11624.3,11641.8
24-Apr-19,11601.5,11740.85,11578.85,11726.15
23-Apr-19,11612.95,11645.95,11564.8,11575.95
22-Apr-19,11727.05,11727.05,11583.95,11594.45
18-Apr-19,11856.15,11856.15,11738.5,11752.8
16-Apr-19,11736.2,11810.95,11731.55,11787.15
15-Apr-19,11667,11704.6,11648.25,11690.35
12-Apr-19,11612.85,11657.35,11578.8,11643.45
11-Apr-19,11592.55,11606.7,11550.55,11596.7
10-Apr-19,11646.85,11680.05,11571.75,11584.3
09-Apr-19,11612.05,11683.9,11569.7,11671.95
08-Apr-19,11704.35,11710.3,11549.1,11604.5
05-Apr-19,11638.4,11689.65,11609.5,11665.95
04-Apr-19,11660.2,11662.55,11559.2,11598
03-Apr-19,11735.3,11761,11629.15,11643.95
02-Apr-19,11711.55,11729.35,11655.85,11713.2
01-Apr-19,11665.2,11738.1,11644.75,11669.15
29-Mar-19,11625.45,11630.35,11570.15,11623.9
28-Mar-19,11463.65,11588.5,11452.45,11570
27-Mar-19,11531.45,11546.2,11413,11445.05
26-Mar-19,11375.2,11496.75,11352.45,11483.25
25-Mar-19,11395.65,11395.65,11311.6,11354.25
22-Mar-19,11549.2,11572.8,11434.55,11456.9
20-Mar-19,11553.35,11556.1,11503.1,11521.05
19-Mar-19,11500.3,11543.85,11451.25,11532.4
18-Mar-19,11473.85,11530.15,11412.5,11462.2
15-Mar-19,11376.85,11487,11370.8,11426.85
14-Mar-19,11382.5,11383.45,11313.75,11343.25
13-Mar-19,11326.2,11352.3,11276.6,11341.7
12-Mar-19,11231.35,11320.4,11227,11301.2
11-Mar-19,11068.75,11180.9,11059.85,11168.05
08-Mar-19,11038.85,11049,11008.95,11035.4
07-Mar-19,11077.95,11089.05,11027.1,11058.2
06-Mar-19,11024.85,11062.3,10998.85,11053
05-Mar-19,10864.85,10994.9,10817,10987.45
01-Mar-19,10842.65,10877.9,10823.1,10863.5
28-Feb-19,10865.7,10865.7,10784.85,10792.5
27-Feb-19,10881.2,10939.7,10751.2,10806.65
26-Feb-19,10775.3,10888.75,10729.3,10835.3
25-Feb-19,10813.25,10887.1,10788.05,10880.1
22-Feb-19,10782.7,10801.55,10758.4,10791.65
21-Feb-19,10744.1,10808.85,10721.5,10789.85
20-Feb-19,10655.45,10752.7,10646.4,10735.45
19-Feb-19,10636.7,10722.85,10585.65,10604.35
18-Feb-19,10738.65,10759.9,10628.4,10640.95
15-Feb-19,10780.25,10785.75,10620.4,10724.4
14-Feb-19,10786.1,10792.7,10718.75,10746.05
13-Feb-19,10870.55,10891.65,10772.1,10793.65
12-Feb-19,10879.7,10910.9,10823.8,10831.4
11-Feb-19,10930.9,10930.9,10857.1,10888.8
08-Feb-19,11023.5,11041.2,10925.45,10943.6
07-Feb-19,11070.45,11118.1,11043.6,11069.4
06-Feb-19,10965.1,11072.6,10962.7,11062.45
05-Feb-19,10908.65,10956.7,10886.7,10934.35
04-Feb-19,10876.75,10927.9,10814.15,10912.25
01-Feb-19,10851.35,10983.45,10813.45,10893.65
31-Jan-19,10690.55,10838.05,10678.55,10830.95
30-Jan-19,10702.25,10710.2,10612.85,10651.8
29-Jan-19,10653.7,10690.35,10583.65,10652.2
28-Jan-19,10792.45,10804.45,10630.95,10661.55
25-Jan-19,10859.75,10931.7,10756.45,10780.55
24-Jan-19,10844.05,10866.6,10798.65,10849.8
23-Jan-19,10931.05,10944.8,10811.95,10831.5
22-Jan-19,10949.8,10949.8,10864.15,10922.75
21-Jan-19,10919.35,10987.45,10885.75,10961.85
18-Jan-19,10914.85,10928.2,10852.2,10906.95
17-Jan-19,10920.85,10930.65,10844.65,10905.2
16-Jan-19,10899.65,10928.15,10876.9,10890.3
15-Jan-19,10777.55,10896.95,10777.55,10886.8
14-Jan-19,10807,10808,10692.35,10737.6
11-Jan-19,10834.75,10850.15,10739.4,10794.95
10-Jan-19,10859.35,10859.35,10801.8,10821.6
09-Jan-19,10862.4,10870.4,10749.4,10855.15
08-Jan-19,10786.25,10818.45,10733.25,10802.15
07-Jan-19,10804.85,10835.95,10750.15,10771.8
04-Jan-19,10699.7,10741.05,10628.65,10727.35
03-Jan-19,10796.8,10814.05,10661.25,10672.25
02-Jan-19,10868.85,10895.35,10735.05,10792.5
01-Jan-19,10881.7,10923.6,10807.1,10910.1
31-Dec-18,10913.2,10923.55,10853.2,10862.55
28-Dec-18,10820.95,10893.6,10817.15,10859.9
27-Dec-18,10817.9,10834.2,10764.45,10779.8
26-Dec-18,10635.45,10747.5,10534.55,10729.85
24-Dec-18,10780.9,10782.3,10649.25,10663.5
21-Dec-18,10944.25,10963.65,10738.65,10754
20-Dec-18,10885.2,10962.55,10880.05,10951.7
19-Dec-18,10930.55,10985.15,10928,10967.3
18-Dec-18,10850.9,10915.4,10819.1,10908.7
17-Dec-18,10853.2,10900.35,10844.85,10888.35
14-Dec-18,10784.5,10815.75,10752.1,10805.45
13-Dec-18,10810.75,10838.6,10749.5,10791.55
12-Dec-18,10591,10752.2,10560.8,10737.6
11-Dec-18,10350.05,10567.15,10333.85,10549.15
10-Dec-18,10508.7,10558.85,10474.95,10488.45
07-Dec-18,10644.8,10704.55,10599.35,10693.7
06-Dec-18,10718.15,10722.65,10588.25,10601.15
05-Dec-18,10820.45,10821.05,10747.95,10782.9
04-Dec-18,10877.1,10890.95,10833.35,10869.5
03-Dec-18,10930.7,10941.2,10845.35,10883.75
30-Nov-18,10892.1,10922.45,10835.1,10876.75
29-Nov-18,10808.7,10883.05,10782.35,10858.7
28-Nov-18,10708.75,10757.8,10699.85,10728.85
27-Nov-18,10621.45,10695.15,10596.35,10685.6
26-Nov-18,10568.3,10637.8,10489.75,10628.6
22-Nov-18,10612.65,10646.25,10512,10526.75
21-Nov-18,10670.95,10671.3,10562.35,10600.05
20-Nov-18,10740.1,10740.85,10640.85,10656.2
19-Nov-18,10731.25,10774.7,10688.8,10763.4
16-Nov-18,10644,10695.15,10631.15,10682.2
15-Nov-18,10580.6,10646.5,10557.5,10616.7
14-Nov-18,10634.9,10651.6,10532.7,10576.3
13-Nov-18,10451.9,10596.25,10440.55,10582.5
12-Nov-18,10607.8,10645.5,10464.05,10482.2
09-Nov-18,10614.7,10619.55,10544.85,10585.2
07-Nov-18,10614.45,10616.45,10582.3,10598.4
06-Nov-18,10552,10600.25,10491.45,10530
05-Nov-18,10558.75,10558.8,10477,10524
02-Nov-18,10462.3,10606.95,10457.7,10553
01-Nov-18,10441.7,10441.9,10341.9,10380.45
31-Oct-18,10209.55,10396,10105.1,10386.6
30-Oct-18,10239.4,10285.1,10175.35,10198.4
29-Oct-18,10078.1,10275.3,10020.35,10250.85
26-Oct-18,10122.35,10128.85,10004.55,10030
25-Oct-18,10135.05,10166.6,10079.3,10124.9
24-Oct-18,10278.15,10290.65,10126.7,10224.75
23-Oct-18,10152.6,10222.1,10102.35,10146.8
22-Oct-18,10405.85,10408.55,10224,10245.25
19-Oct-18,10339.7,10380.1,10249.6,10303.55
17-Oct-18,10688.7,10710.15,10436.45,10453.05
16-Oct-18,10550.15,10604.9,10525.3,10584.75
15-Oct-18,10524.2,10526.3,10410.15,10512.5
12-Oct-18,10331.55,10492.45,10322.15,10472.5
11-Oct-18,10169.8,10335.95,10138.6,10234.65
10-Oct-18,10331.85,10482.35,10318.25,10460.1
09-Oct-18,10390.3,10397.6,10279.35,10301.05
08-Oct-18,10310.15,10398.35,10198.4,10348.05
05-Oct-18,10514.1,10540.65,10261.9,10316.45
04-Oct-18,10754.7,10754.7,10547.25,10599.25
03-Oct-18,10982.7,10989.05,10843.75,10858.25
01-Oct-18,10930.9,11035.65,10821.55,11008.3
28-Sep-18,11008.1,11034.1,10850.3,10930.45
27-Sep-18,11079.8,11089.45,10953.35,10977.55
26-Sep-18,11145.55,11145.55,10993.05,11053.8
25-Sep-18,10969.95,11080.6,10882.85,11067.45
24-Sep-18,11164.4,11170.15,10943.6,10967.4
21-Sep-18,11271.3,11346.8,10866.45,11143.1
19-Sep-18,11326.65,11332.05,11210.9,11234.35
18-Sep-18,11381.55,11411.45,11268.95,11278.9
17-Sep-18,11464.95,11464.95,11366.9,11377.75
14-Sep-18,11443.5,11523.25,11430.55,11515.2
12-Sep-18,11340.1,11380.75,11250.2,11369.9
11-Sep-18,11476.85,11479.4,11274,11287.5
10-Sep-18,11570.25,11573,11427.3,11438.1
07-Sep-18,11558.25,11603,11484.4,11589.1
06-Sep-18,11514.15,11562.25,11436.05,11536.9
05-Sep-18,11514.85,11542.65,11393.85,11476.95
04-Sep-18,11598.75,11602.55,11496.85,11520.3
03-Sep-18,11751.8,11751.8,11567.4,11582.35
31-Aug-18,11675.85,11727.65,11640.1,11680.5
30-Aug-18,11694.75,11698.8,11639.7,11676.8
29-Aug-18,11744.95,11753.2,11678.85,11691.9
28-Aug-18,11731.95,11760.2,11710.5,11738.5
27-Aug-18,11605.85,11700.95,11595.6,11691.95
24-Aug-18,11566.6,11604.6,11532,11557.1
23-Aug-18,11620.7,11620.7,11546.7,11582.75
21-Aug-18,11576.2,11581.75,11539.6,11570.9
20-Aug-18,11502.1,11565.3,11499.65,11551.75
17-Aug-18,11437.15,11486.45,11431.8,11470.75
16-Aug-18,11397.15,11449.85,11366.25,11385.05
14-Aug-18,11381.7,11452.45,11370.8,11435.1
13-Aug-18,11369.6,11406.3,11340.3,11355.75
10-Aug-18,11474.95,11478.75,11419.65,11429.5
09-Aug-18,11493.25,11495.2,11454.1,11470.7
08-Aug-18,11412.5,11459.95,11379.3,11450
07-Aug-18,11423.15,11428.95,11359.7,11389.45
06-Aug-18,11401.5,11427.65,11370.6,11387.1
03-Aug-18,11297.8,11368,11294.55,11360.8
02-Aug-18,11328.9,11328.9,11234.95,11244.7
01-Aug-18,11359.8,11390.55,11313.55,11346.2
31-Jul-18,11311.05,11366,11267.75,11356.5
30-Jul-18,11296.65,11328.1,11261.45,11319.55
27-Jul-18,11232.75,11283.4,11210.25,11278.35
26-Jul-18,11132.95,11185.85,11125.7,11167.3
25-Jul-18,11148.4,11157.15,11113.25,11132
24-Jul-18,11109,11143.4,11092.5,11134.3
23-Jul-18,11019.85,11093.4,11010.95,11084.75
20-Jul-18,10963.5,11030.25,10946.2,11010.2
19-Jul-18,10999.5,11006.5,10935.45,10957.1
18-Jul-18,11060.2,11076.2,10956.3,10980.45
17-Jul-18,10939.65,11018.5,10925.6,11008.05
16-Jul-18,11018.95,11019.5,10926.25,10936.85
13-Jul-18,11056.9,11071.35,10999.75,11018.9
12-Jul-18,11006.95,11078.3,10999.65,11023.2
11-Jul-18,10956.4,10976.65,10923,10948.3
10-Jul-18,10902.75,10956.9,10876.65,10947.25
09-Jul-18,10838.3,10860.35,10807.15,10852.9
06-Jul-18,10744.15,10816.35,10735.05,10772.65
05-Jul-18,10786.05,10786.05,10726.25,10749.75
04-Jul-18,10715,10777.15,10677.75,10769.9
03-Jul-18,10668.6,10713.3,10630.25,10699.9
02-Jul-18,10732.35,10736.15,10604.65,10657.3
29-Jun-18,10612.85,10723.05,10612.35,10714.3
28-Jun-18,10660.8,10674.2,10557.7,10589.1
27-Jun-18,10785.5,10785.5,10652.4,10671.4
26-Jun-18,10742.7,10805.25,10732.55,10769.15
25-Jun-18,10822.9,10831.05,10753.05,10762.45
22-Jun-18,10742.7,10837,10710.45,10821.85
21-Jun-18,10808.45,10809.6,10725.9,10741.1
20-Jun-18,10734.65,10781.8,10724.05,10772.05
19-Jun-18,10789.45,10789.45,10701.2,10710.45
18-Jun-18,10830.2,10830.2,10787.35,10799.85
15-Jun-18,10808.65,10834,10755.4,10817.7
14-Jun-18,10832.9,10833.7,10773.55,10808.05
13-Jun-18,10887.5,10893.25,10842.65,10856.7
12-Jun-18,10816.15,10856.55,10789.4,10842.85
11-Jun-18,10781.85,10850.55,10777.05,10786.95
08-Jun-18,10736.4,10779.45,10709.05,10767.65
07-Jun-18,10722.6,10818,10722.6,10768.35
06-Jun-18,10603.45,10698.35,10587.5,10684.65
05-Jun-18,10630.7,10633.15,10550.9,10593.15
04-Jun-18,10765.95,10770.3,10618.35,10628.5
01-Jun-18,10738.45,10764.75,10681.5,10696.2
31-May-18,10670.1,10763.8,10620.4,10736.15
30-May-18,10579,10648.7,10558.45,10614.35
29-May-18,10689.4,10717.25,10616.1,10633.3
28-May-18,10648.35,10709.8,10640.55,10688.65
25-May-18,10533.05,10628.05,10524,10605.15
24-May-18,10464.85,10535.15,10419.8,10513.85
23-May-18,10521.1,10533.55,10417.8,10430.35
22-May-18,10518.45,10558.6,10490.55,10536.7
21-May-18,10616.7,10621.7,10505.8,10516.7
18-May-18,10671.85,10674.95,10589.1,10596.4
17-May-18,10775.6,10777.25,10664.5,10682.7
16-May-18,10751.95,10790.45,10699.7,10741.1
15-May-18,10812.6,10929.2,10781.4,10801.85
14-May-18,10815.15,10834.85,10774.75,10806.6
11-May-18,10741.95,10812.05,10724.45,10806.5
10-May-18,10779.65,10785.55,10705,10716.55
09-May-18,10693.35,10766.25,10689.85,10741.7
08-May-18,10757.9,10758.55,10689.4,10717.8
07-May-18,10653.15,10725.65,10635.65,10715.5
04-May-18,10700.45,10700.45,10601.6,10618.25
03-May-18,10720.15,10720.6,10647.45,10679.65
02-May-18,10783.85,10784.65,10689.8,10718.05
30-Apr-18,10705.75,10759,10704.6,10739.35
27-Apr-18,10651.65,10719.8,10647.55,10692.3
26-Apr-18,10586.5,10628.4,10559.65,10617.8
25-Apr-18,10612.4,10612.6,10536.45,10570.55
24-Apr-18,10578.1,10636.8,10569,10614.35
23-Apr-18,10592.8,10638.35,10514.95,10584.7
20-Apr-18,10560.35,10582.35,10527.45,10564.05
19-Apr-18,10563.65,10572.2,10546.2,10565.3
18-Apr-18,10578.9,10594.2,10509.7,10526.2
17-Apr-18,10557.3,10560.45,10495.65,10548.7
16-Apr-18,10398.3,10540.15,10396.35,10528.35
13-Apr-18,10495.3,10519.9,10451.45,10480.6
12-Apr-18,10410.65,10469.9,10395.25,10458.65
11-Apr-18,10428.15,10428.15,10355.6,10417.15
